Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
3399,4.0,0.8934,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pak kalau mau vaksin covid yguntuk masyarakat umum non manula dimana nggeh terus syaratnya apa pak hendi apa pakai daftar seperti pendaftaran vaksin manula dl soalnya saya sudah bertanya lewat twitter ke belum ditanggapi mungkin admine lagi sibuk
3400,4.0,0.8485,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ini kartu sudah vaksin covid tidak ada yang model atm
3401,4.0,0.7083,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ini vaksin covid jogja sleman bagaimana sih prosedurnya daftar dari dulu tidak dipanggil ada yang baru daftar langsung dipanggil apakah tergantung tempat pendaftarannya atau di sortir berdasarkan umur
3402,10.0,0.4874,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",hari ini dapat vaksin covid dosis pertama ternyata astrazenecca jarak dosis keduanya lama juga yaa bulan kemudian
3403,10.0,0.4995,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kayaknya tidak deh nanti di tempat aku ada vaksin sinopharm jadi masih ada pilihan vaksin yang lain buat milih mau vaksin mau yang apa kayaknya bisa deh vid tapi milih tempat yang ada jenis vaksin yang kamu mau
3404,10.0,0.6155,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",captionnya seperti begini nanti orang pikir beneran vaksin covid ada chipnya
3405,10.0,0.7727,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kalau dengan vaksin sinovac bagaimana prof
3406,4.0,0.5096,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",kepala program vaksin jepang mengatakan bahwa persyaratan uji klinis domestik untuk vaksin covid di jepang tlah mnghabiskan waktu yang cukup lama baru sekitar dari populasi yang telah sepenuhnya divaksinasi ini merupakan tingkat terendah di antara negara ekonomi kaya besar
3407,4.0,0.634,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sekarang sudah aman terkendali tinggal panen keuntungan jualan vaksin puluhan negara di dunia mengantri untuk mendapatkan vaksin sinovac dan indonesia menjadi salah satu penguna terbanyak vaksin sinovac virus asalnya dari cina vaksinnya juga dari cina hebaaat
3408,10.0,0.4291,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",oh iya vaksin yang aku pakai itu vaksin astrazeneca yang mungkin banyak ditakuti rang orang karena berita kematian yang sempat beredar awalnya aku juga khawatir dan takut kalau aku mati bagaimana tapi percaya tidak sih sugesti yang kamu berikan ke otakmu bisa memengaruhi kondisi fisikmu
3409,8.0,0.3888,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",boleh kok tidak percaya vaksin covid itu aman apa tidak tapi tolong bisa tidak dengerin video konspirasinya pakai earphone saja dan tidak diulang terus mau buat yang lain tidak mau vaksin juga itu kurang etis saja sih
3410,10.0,0.7727,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",yang vaksin sinovac bagaimana prof
3411,4.0,0.5926,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pakistan telah mencabut aturan yang melarang penggunaan vaksin covid astrazeneca untuk orang di bawah tahun hal ini dilakukan dalam upaya membantu menyuntik orang yang perlu melakukan perjalanan untuk pendidikan atau pekerjaan di luar negeri khususnya ke arab saudi
3412,4.0,0.7775,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",slmt pagi mau tanya kalau sudah daftar vaksin covid via app jaki dan sudah mendapat konfirmasi jadwal vaksinnya apakah langsung datang saja pada hari yang telah ditentukan di rsud kalideres terima kasih kasih
3413,10.0,0.6622,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kalau ada kesempatan bisa vaksin covid vaksin saja tidak perlu takut buktinya aku sampai sekarang tidak kenapa kok masih bisa bernafas masih bisa makan dan minum masih bisa joget layaknya kehidupanku seperti biasanya
3414,8.0,0.4663,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",bagusnya syarat vaksin covid ditambah stream mv ribbon dulu sih sambil nunggu antri
3415,4.0,0.4288,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",siang dokter saya jadwal vaksin covid ke dua hari ini tapi flu sejak beberapa hari lalu dan belum sepenuhnya sembuh masih sesekali batuk ingus dan mindeng apa bisa terima vaksin sebagai informasi badan merasa fit saja terima kasih
3416,7.0,0.899,"vaksin, sinovac, pfizer, varian, covid, efektif, tahap, uji, cegah, corona",indonesia apa tidak ingin buat penelitian kemangkusan vaksin sinovac terhadap varian delta
3417,9.0,0.4439,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",melihat orang yang habis vaksin astrazeneca pengalamannya kurleb sama seperti aku benar seperti di bawa ke alam lain tertawa tidak berlebihan tapi emang di aku efek demam tinggi banget tahu lah kalau demam tinggi tuh antara sadar tidak sadar
3418,9.0,0.3826,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",buat umkm ada tu di smesco vaksin astrazeneca
3419,5.0,0.406,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",update pasca vaksin covid astrazeneca astrazeneca sebelum vaksin aku sudah sarapan amp minum kakak perempuan hangat nah terus vaksinnya jam kan dianjurkan nunggu di tempat dulu hbs di vaksin aku sih tidak ada uang keluhan tapi ada beberapa orang yang pusing sm pusing begitu laporan ke kakak yang jaga
3420,9.0,0.466,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",gaes kalian ada yang sudah di vaksin covid kalau sudah kasih tahu dong efek nya apa mau vaksin tapi takut
3421,10.0,0.8864,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",gatau kenapa tapi bersyukur dapat vaksin astrazeneca dan bukan sinovac merasa beruntung
3422,4.0,0.4347,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",pls dm me kalau ada informasi vaksin sinovac jakarta yahh
3423,4.0,0.528,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin polio van tapi ini beneran informasi vaksin covid bisa dapat dr puskesmas
3424,4.0,0.7733,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",much respect buat frontline yang ingetin buat vaksin covid nuhun
3425,9.0,0.4275,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",jun am disuntik vaksin astrazeneca di kelurahan lumayan ramai mbak petugasnya juga tidak informatif kayaknya sih karena ramai iya jadi cepetan
3426,4.0,0.5228,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",kelen sudah vaksin covid
3427,4.0,0.8216,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",mohon informasi bu persiapan apa yang harus kami lakukan dan kebiasaan apa yang harus dihindari ketika akan mendapatkan vaksin covid terima kasih
3428,4.0,0.3623,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",kemarin sore saya dapat cerita tetangga saya mau vaksin covid lokasinya di sebuah gedung sekolah katanya petugasnya tidak sopan dari orang yang mau suntik cuma yang bisa lainnya tensi darah tinggi mungkin ada pengaruh juga dari pelayanan yang tidak baik
3429,4.0,0.3511,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ada yang sudah mau disuntik tapi belum sarapan sama petugasnya dikasih snack pelayanan suntik vaksin covid di rsal mintohardjo ini bagus sekali petugasnya ramah bicaranya buat orang orang yang mau suntik ngerasa akrab saya salut sekali
3430,5.0,0.9173,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",teman-teman kalian yang habis vaksin astrazeneca sehabisnya langsung pusing mual demam tidak sih
3431,5.0,0.3873,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",orang rumah yang vaksin sinovac cuma lemas sama nafsu makannya naik but reaksi di tubuh orang kan emang beda kemarin langsung kasih paracetamol dikompres air dingin tengah malam sudah turun panasnya
3432,8.0,0.5721,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",emak w habis vaksin covid jadi parnoan
3433,4.0,0.7837,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",adakah yang sudah mengalami nganter anak atau mau vaksin covid untuk diri sendiri tapi ditolak petugas karena usia belum tahun
3434,9.0,0.8186,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",bagusan vaksin sinovac atau astrazeneca otoparts
3435,4.0,0.8865,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",antri vaksin covid di sun city jakarta pusat ini baru antri mau mendaftar
3436,4.0,0.4898,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",highlight kalimat saya bukan di tidak jujur hipertensi di dalam case meninggal setelah mendapat vaksin covid saya pribadi belum baca medical record ybs sebelumnya karena iya buat apa saya tahu namun untuk mendapatkan vaksin jika memiliki riwayat penyakit seperti ginjal kanker c
3437,4.0,0.563,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",di gedung mayora daan mogot di kosambi apa benar iya pak ada vaksin sinovac gratis itu harus daftar dulu atau langsung datang ke lokasi iya pak
3438,4.0,0.9605,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",min amp teman ya minta tolong yang masih buka kuota vaksin covid di malang dimana saja iya terus untk pendaftaran ya bagaimana terus kira gratis atau bayar iya kalau bayar kisaran berapa iya terima kasih min
3439,9.0,0.5557,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",bismillah hari ini saya suntik vaksin covid yang pertama
3440,10.0,0.5088,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",alhamdulillah setelah di vaksin astrazeneca saya tidak merasakan sakit apapun
3441,4.0,0.7857,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin covid merupakan salah satu program pemerintah untuk membuat imun setiap warga bertambah dan mengurangi yang terpapar virus covid berdasarkan informasi dari satgas covid berikut alur vaksin yang optimal bagi tubuh anda nusantara kuat
3442,10.0,0.494,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",vaksin covid tidak bisa diberikan untuk pasien dengan riwayat alergi vaksin masih bisa diberikan untuk pasien dengan riw alergi obat selain vaksin atau makanan
3443,4.0,0.9546,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",ibu saudara pink kena covid padahal sudah di vaksin x itu kenapa iya dan banyak yang sudah di vaksin masih ttp terkena covid padahal prokes ttp dijlnkan terus fungsi vaksin apa kalau masih ttp kena corona juga ibu mohon pencerahan lau vaksin apa yang baiknya digunakan selain vaksin sinovac
3444,4.0,0.4395,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",setelah di vaksin covid bukannya penderita menurun justru covid semakin menggila lalu apa pengaruh vaksin ratusan trilyun dananya lebih baik untuk perbaikan gizi rakyat makan makan ehhh makanan di kenakan ppn untuk danai vaksin
3445,10.0,0.8701,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kalau sudah vaksin sinovac bulan yang lalu apa boleh vaksin dengan astrazeneca dok
3446,5.0,0.4853,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",dokter tanggal juni saya vaksin astrazeneca efek dari vaksin itu menggigil deman tinggi badan pada skit dan kepalad sakit sampai akhirnya satu hari setelah vaksin badan tidak membaik ngalamin demam batuk filek di hari jumat tanggal nya rasa makanan udha pahit semua
3447,4.0,0.7728,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",aku sudah vaksin covid tapi ttp ditanya kapan jadi pengan
3448,4.0,0.7726,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",sekarang masih ada vaksin sinovac gasih
3449,4.0,0.862,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",penugasan pkkmb mengusir covid dari indonesia menciptakan vaksin covid dari anak uns memastikan agar virus covid tidak masuk ke indonesia amp uns lagi membuat proposal potongan ukt bagi semua mhs semester akhir
3450,4.0,0.5648,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",vaksin apa ini bund kalau vaksin covid untuk usia tahun ke atas kalau bayi silahkan dilengkapi status imunisasinya dari usia bulan iya
3451,10.0,0.5306,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",kira sperti itu vaksin astrazeneca beraksi di badanku semoga membantu ayo vaksin
3452,4.0,0.899,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",khofifah juga melihat langsung proses pemberian vaksin sinovac trhdap orang peserta vaksinasi loh
3453,9.0,0.5793,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",kobisa orang vaksin astrazeneca bahkan lapar yodi gaenak makaan aaaaa
3454,4.0,0.899,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",khofifah juga melihat langsung proses pemberian vaksin sinovac terhadap orang peserta vaksinasi loh
3455,7.0,0.3642,"vaksin, sinovac, pfizer, varian, covid, efektif, tahap, uji, cegah, corona",kalau saya setelah vaksin astrazeneca efek samping nya cepat lapar cepat hauus tidak seperti biasanya tapi hasilnya alhamdulillah sehat waras slamet tambah gagah kuat perkasa kaya semen gresik coba ajjh di sofa bed joos pokoknya mantul
3456,10.0,0.8485,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",sudah vaksin sinovac astrazeneca kena nya bergejala atau tanpa gejala
3457,10.0,0.5714,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",bukannya vaksin aztra astrazeneca itu dosis tinggi iya hari sedangakan vaksin sinovac itu hari apalagi vaksin aztra zenica bisa pembekuan darah memang vaksin apa yang terbaru
3458,8.0,0.8492,"vaksin, covid, mati, aman, astrazeneca, hasil, virus, sebab, tidak, batch",gapunya sertifikat rumah adanya sertifikat vaksin covid
3459,4.0,0.9243,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",disaat vaksin covid belum merata dan yang dapat jadwal vaksin duluan bahkan orang orang yang tidak percaya adanya covid tu nyebelin sekali tapi mau bagaimana lagi
3460,9.0,0.432,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",besok weekend mau vaksin covid dr hari kemarin pikir keras banget mau pakai outfit apa iya kan karena aku berhijab sedangkan vaksinnya di lengan masa iya harus ngegulung lengan baju sampai ketek
3461,9.0,0.5626,"vaksin, tidak, sinovac, efek, iya, covid, astrazeneca, sih, samping, suntik",saudaraku habis vaksin sinovac tangannya bengkak terus kesemutan masa ada yang begitu mungkin efek nyuntiknya tidak lembut kali yaa
3462,4.0,0.6621,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",kesel banget tinggal ditngerang padahal jalan kaki tidak ada menit itungannya sudah masuk jakarta saya kan mau ikut vaksin covid gratis dki jakarta
3463,10.0,0.6134,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",teman-teman kalau ada yang tahu tempat vaksin sinovac di jakarta boleh banget kasi tahu aku thank kamu
3464,10.0,0.4421,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",indonesian logic vaksin sinovac keluar dihina ada hasil riset efikasi baru dipuja dikasih vaksin astrazeneca pada takut ada pengakuan di eu nyesel dapetnya sinovac come on teman-teman vaksin apapun itu privilege jangan ditolak kalau ada kesempatan
3465,10.0,0.8485,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",sumpah saya di vaksin astrazeneca tidak ada gejala apa kok
3466,4.0,0.6028,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",tersedia vaksin sinovac biontech dan astrazeneca tapi yang dikasih gratis kebanyakan sinovac
3467,10.0,0.697,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",ada yang sudah vaksin astrazeneca juga
3468,5.0,0.8701,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",akhirnya kondisi badan sudah normal lagi pasca vaksin astrazeneca
3469,2.0,0.5638,"temu, bayi, kontra, vaksin, desa, covid, halal, cacar, beli, adil",orang aceh yang jadi pertanyaan vaksin sinovac haram atau halal chip domino halal atau halal
3470,10.0,0.5071,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",banyak juga yaa yang meriang demam dan keluhan lainnya setelah vaksin astrazeneca tapi aku kmren sinovac gapapaa teman-teman benar ngantuk doang
3471,4.0,0.8485,"vaksin, covid, tidak, informasi, sinovac, iya, terima, usia, tahun, anak",yuk vaksin covid aman dan terjamin kok
3472,10.0,0.5735,"vaksin, sinovac, astrazeneca, tidak, covid, iya, pakai, teman, dok, kemarin",nungguin vaksin sinopharm dari kantor lama sekali lebih baik aku daftar sekarang saja kali iya
3473,5.0,0.6223,"vaksin, demam, tidak, pegal, habis, efek, astrazeneca, sinovac, jam, ngantuk",review setelah vaksin astrazeneca benar gatulisannya didiri aku dalam x jam bertambah napsu makan tidak demam samasekali aku juga bingung menggigil sebentaran habis itu sudah meriang panas dingin habis minum panadol merah hilang makaaaan muluuuukkkk
